ALDER;CIVILSTAND;KØN;TID;OMRÅDE;INDHOLD
47 år;Ugift;I alt;2018K4;Aarhus;1047
47 år;Ugift;I alt;2018K4;Esbjerg;342
47 år;Ugift;I alt;2018K4;Odense;644
47 år;Ugift;I alt;2018K4;Hele landet;18765
47 år;Ugift;I alt;2019K4;København;2947
47 år;Ugift;I alt;2019K4;Aalborg;722
47 år;Ugift;I alt;2019K4;Aarhus;1028
47 år;Ugift;I alt;2019K4;Esbjerg;370
47 år;Ugift;I alt;2019K4;Odense;704
47 år;Ugift;I alt;2019K4;Hele landet;19720
47 år;Ugift;I alt;2020K4;København;2927
47 år;Ugift;I alt;2020K4;Aalborg;672
47 år;Ugift;I alt;2020K4;Aarhus;1065
47 år;Ugift;I alt;2020K4;Esbjerg;379
47 år;Ugift;I alt;2020K4;Odense;678
47 år;Ugift;I alt;2020K4;Hele landet;19284
47 år;Gift/separeret;I alt;2008K4;København;2704
47 år;Gift/separeret;I alt;2008K4;Aalborg;1532
47 år;Gift/separeret;I alt;2008K4;Aarhus;2218
47 år;Gift/separeret;I alt;2008K4;Esbjerg;1098
47 år;Gift/separeret;I alt;2008K4;Odense;1450
47 år;Gift/separeret;I alt;2008K4;Hele landet;48199
47 år;Gift/separeret;I alt;2009K4;København;2657
47 år;Gift/separeret;I alt;2009K4;Aalborg;1612
47 år;Gift/separeret;I alt;2009K4;Aarhus;2288
47 år;Gift/separeret;I alt;2009K4;Esbjerg;1114
47 år;Gift/separeret;I alt;2009K4;Odense;1512
47 år;Gift/separeret;I alt;2009K4;Hele landet;49478
47 år;Gift/separeret;I alt;2010K4;København;2815
47 år;Gift/separeret;I alt;2010K4;Aalborg;1612
47 år;Gift/separeret;I alt;2010K4;Aarhus;2255
47 år;Gift/separeret;I alt;2010K4;Esbjerg;1077
47 år;Gift/separeret;I alt;2010K4;Odense;1542
47 år;Gift/separeret;I alt;2010K4;Hele landet;50580
47 år;Gift/separeret;I alt;2011K4;København;3031
47 år;Gift/separeret;I alt;2011K4;Aalborg;1671
47 år;Gift/separeret;I alt;2011K4;Aarhus;2344
47 år;Gift/separeret;I alt;2011K4;Esbjerg;1098
47 år;Gift/separeret;I alt;2011K4;Odense;1571
47 år;Gift/separeret;I alt;2011K4;Hele landet;51712
47 år;Gift/separeret;I alt;2012K4;København;3123
47 år;Gift/separeret;I alt;2012K4;Aalborg;1631
47 år;Gift/separeret;I alt;2012K4;Aarhus;2354
47 år;Gift/separeret;I alt;2012K4;Esbjerg;1063
47 år;Gift/separeret;I alt;2012K4;Odense;1571
47 år;Gift/separeret;I alt;2012K4;Hele landet;52548
47 år;Gift/separeret;I alt;2013K4;København;3232
47 år;Gift/separeret;I alt;2013K4;Aalborg;1666
47 år;Gift/separeret;I alt;2013K4;Aarhus;2342
47 år;Gift/separeret;I alt;2013K4;Esbjerg;1104
47 år;Gift/separeret;I alt;2013K4;Odense;1557
47 år;Gift/separeret;I alt;2013K4;Hele landet;53582
47 år;Gift/separeret;I alt;2014K4;København;3115
47 år;Gift/separeret;I alt;2014K4;Aalborg;1559
47 år;Gift/separeret;I alt;2014K4;Aarhus;2280
47 år;Gift/separeret;I alt;2014K4;Esbjerg;1007
47 år;Gift/separeret;I alt;2014K4;Odense;1551
47 år;Gift/separeret;I alt;2014K4;Hele landet;50587
47 år;Gift/separeret;I alt;2015K4;København;3053
47 år;Gift/separeret;I alt;2015K4;Aalborg;1538
47 år;Gift/separeret;I alt;2015K4;Aarhus;2147
47 år;Gift/separeret;I alt;2015K4;Esbjerg;894
47 år;Gift/separeret;I alt;2015K4;Odense;1372
47 år;Gift/separeret;I alt;2015K4;Hele landet;46675
47 år;Gift/separeret;I alt;2016K4;København;3005
47 år;Gift/separeret;I alt;2016K4;Aalborg;1433
47 år;Gift/separeret;I alt;2016K4;Aarhus;2119
47 år;Gift/separeret;I alt;2016K4;Esbjerg;957
47 år;Gift/separeret;I alt;2016K4;Odense;1285
47 år;Gift/separeret;I alt;2016K4;Hele landet;44428
47 år;Gift/separeret;I alt;2017K4;København;3133
47 år;Gift/separeret;I alt;2017K4;Aalborg;1380
47 år;Gift/separeret;I alt;2017K4;Aarhus;2165
47 år;Gift/separeret;I alt;2017K4;Esbjerg;867
47 år;Gift/separeret;I alt;2017K4;Odense;1354
47 år;Gift/separeret;I alt;2017K4;Hele landet;44014
47 år;Gift/separeret;I alt;2018K4;København;3290
47 år;Gift/separeret;I alt;2018K4;Aalborg;1401
47 år;Gift/separeret;I alt;2018K4;Aarhus;2157
47 år;Gift/separeret;I alt;2018K4;Esbjerg;890
47 år;Gift/separeret;I alt;2018K4;Odense;1385
47 år;Gift/separeret;I alt;2018K4;Hele landet;45426
47 år;Gift/separeret;I alt;2019K4;København;3602
47 år;Gift/separeret;I alt;2019K4;Aalborg;1488
47 år;Gift/separeret;I alt;2019K4;Aarhus;2318
47 år;Gift/separeret;I alt;2019K4;Esbjerg;881
47 år;Gift/separeret;I alt;2019K4;Odense;1456
47 år;Gift/separeret;I alt;2019K4;Hele landet;46891
47 år;Gift/separeret;I alt;2020K4;København;3577
47 år;Gift/separeret;I alt;2020K4;Aalborg;1346
47 år;Gift/separeret;I alt;2020K4;Aarhus;2107
47 år;Gift/separeret;I alt;2020K4;Esbjerg;830
47 år;Gift/separeret;I alt;2020K4;Odense;1380
47 år;Gift/separeret;I alt;2020K4;Hele landet;44168
47 år;Enke/enkemand;I alt;2008K4;København;63
47 år;Enke/enkemand;I alt;2008K4;Aalborg;29
47 år;Enke/enkemand;I alt;2008K4;Aarhus;31
47 år;Enke/enkemand;I alt;2008K4;Esbjerg;17
47 år;Enke/enkemand;I alt;2008K4;Odense;20
47 år;Enke/enkemand;I alt;2008K4;Hele landet;755
47 år;Enke/enkemand;I alt;2009K4;København;64
47 år;Enke/enkemand;I alt;2009K4;Aalborg;24
47 år;Enke/enkemand;I alt;2009K4;Aarhus;28
47 år;Enke/enkemand;I alt;2009K4;Esbjerg;19
47 år;Enke/enkemand;I alt;2009K4;Odense;28
47 år;Enke/enkemand;I alt;2009K4;Hele landet;758
47 år;Enke/enkemand;I alt;2010K4;København;65
47 år;Enke/enkemand;I alt;2010K4;Aalborg;21
47 år;Enke/enkemand;I alt;2010K4;Aarhus;36
47 år;Enke/enkemand;I alt;2010K4;Esbjerg;10
47 år;Enke/enkemand;I alt;2010K4;Odense;24
47 år;Enke/enkemand;I alt;2010K4;Hele landet;757
47 år;Enke/enkemand;I alt;2011K4;København;60
47 år;Enke/enkemand;I alt;2011K4;Aalborg;24
47 år;Enke/enkemand;I alt;2011K4;Aarhus;33
47 år;Enke/enkemand;I alt;2011K4;Esbjerg;17
47 år;Enke/enkemand;I alt;2011K4;Odense;27
47 år;Enke/enkemand;I alt;2011K4;Hele landet;724
47 år;Enke/enkemand;I alt;2012K4;København;45
47 år;Enke/enkemand;I alt;2012K4;Aalborg;34
47 år;Enke/enkemand;I alt;2012K4;Aarhus;36
47 år;Enke/enkemand;I alt;2012K4;Esbjerg;18
47 år;Enke/enkemand;I alt;2012K4;Odense;25
47 år;Enke/enkemand;I alt;2012K4;Hele landet;724
47 år;Enke/enkemand;I alt;2013K4;København;64
47 år;Enke/enkemand;I alt;2013K4;Aalborg;22
47 år;Enke/enkemand;I alt;2013K4;Aarhus;27
47 år;Enke/enkemand;I alt;2013K4;Esbjerg;7
47 år;Enke/enkemand;I alt;2013K4;Odense;28
47 år;Enke/enkemand;I alt;2013K4;Hele landet;731
47 år;Enke/enkemand;I alt;2014K4;København;38
47 år;Enke/enkemand;I alt;2014K4;Aalborg;22
47 år;Enke/enkemand;I alt;2014K4;Aarhus;27
47 år;Enke/enkemand;I alt;2014K4;Esbjerg;12
47 år;Enke/enkemand;I alt;2014K4;Odense;20
47 år;Enke/enkemand;I alt;2014K4;Hele landet;656
47 år;Enke/enkemand;I alt;2015K4;København;57
47 år;Enke/enkemand;I alt;2015K4;Aalborg;19
47 år;Enke/enkemand;I alt;2015K4;Aarhus;25
47 år;Enke/enkemand;I alt;2015K4;Esbjerg;4
47 år;Enke/enkemand;I alt;2015K4;Odense;18
47 år;Enke/enkemand;I alt;2015K4;Hele landet;531
47 år;Enke/enkemand;I alt;2016K4;København;46
47 år;Enke/enkemand;I alt;2016K4;Aalborg;17
47 år;Enke/enkemand;I alt;2016K4;Aarhus;31
47 år;Enke/enkemand;I alt;2016K4;Esbjerg;5
47 år;Enke/enkemand;I alt;2016K4;Odense;16
47 år;Enke/enkemand;I alt;2016K4;Hele landet;544
47 år;Enke/enkemand;I alt;2017K4;København;56
47 år;Enke/enkemand;I alt;2017K4;Aalborg;24
47 år;Enke/enkemand;I alt;2017K4;Aarhus;22
47 år;Enke/enkemand;I alt;2017K4;Esbjerg;8
47 år;Enke/enkemand;I alt;2017K4;Odense;10
47 år;Enke/enkemand;I alt;2017K4;Hele landet;522
47 år;Enke/enkemand;I alt;2018K4;København;56
47 år;Enke/enkemand;I alt;2018K4;Aalborg;16
47 år;Enke/enkemand;I alt;2018K4;Aarhus;24
47 år;Enke/enkemand;I alt;2018K4;Esbjerg;11
47 år;Enke/enkemand;I alt;2018K4;Odense;12
47 år;Enke/enkemand;I alt;2018K4;Hele landet;512
47 år;Enke/enkemand;I alt;2019K4;København;50
47 år;Enke/enkemand;I alt;2019K4;Aalborg;10
47 år;Enke/enkemand;I alt;2019K4;Aarhus;23
47 år;Enke/enkemand;I alt;2019K4;Esbjerg;11
47 år;Enke/enkemand;I alt;2019K4;Odense;24
47 år;Enke/enkemand;I alt;2019K4;Hele landet;468
47 år;Enke/enkemand;I alt;2020K4;København;43
47 år;Enke/enkemand;I alt;2020K4;Aalborg;7
47 år;Enke/enkemand;I alt;2020K4;Aarhus;26
47 år;Enke/enkemand;I alt;2020K4;Esbjerg;12
47 år;Enke/enkemand;I alt;2020K4;Odense;16
47 år;Enke/enkemand;I alt;2020K4;Hele landet;484
47 år;Fraskilt;I alt;2008K4;København;1053
47 år;Fraskilt;I alt;2008K4;Aalborg;344
47 år;Fraskilt;I alt;2008K4;Aarhus;600
47 år;Fraskilt;I alt;2008K4;Esbjerg;220
47 år;Fraskilt;I alt;2008K4;Odense;404
47 år;Fraskilt;I alt;2008K4;Hele landet;11148
47 år;Fraskilt;I alt;2009K4;København;1214
47 år;Fraskilt;I alt;2009K4;Aalborg;449
47 år;Fraskilt;I alt;2009K4;Aarhus;563
47 år;Fraskilt;I alt;2009K4;Esbjerg;208
47 år;Fraskilt;I alt;2009K4;Odense;407
47 år;Fraskilt;I alt;2009K4;Hele landet;11819
47 år;Fraskilt;I alt;2010K4;København;1234
47 år;Fraskilt;I alt;2010K4;Aalborg;407
47 år;Fraskilt;I alt;2010K4;Aarhus;653
47 år;Fraskilt;I alt;2010K4;Esbjerg;237
47 år;Fraskilt;I alt;2010K4;Odense;408
47 år;Fraskilt;I alt;2010K4;Hele landet;12433
47 år;Fraskilt;I alt;2011K4;København;1273
47 år;Fraskilt;I alt;2011K4;Aalborg;428
47 år;Fraskilt;I alt;2011K4;Aarhus;587
47 år;Fraskilt;I alt;2011K4;Esbjerg;267
47 år;Fraskilt;I alt;2011K4;Odense;436
47 år;Fraskilt;I alt;2011K4;Hele landet;13210
47 år;Fraskilt;I alt;2012K4;København;1348
47 år;Fraskilt;I alt;2012K4;Aalborg;431
47 år;Fraskilt;I alt;2012K4;Aarhus;683
47 år;Fraskilt;I alt;2012K4;Esbjerg;290
47 år;Fraskilt;I alt;2012K4;Odense;477
47 år;Fraskilt;I alt;2012K4;Hele landet;14078
47 år;Fraskilt;I alt;2013K4;København;1390
47 år;Fraskilt;I alt;2013K4;Aalborg;525
47 år;Fraskilt;I alt;2013K4;Aarhus;637
47 år;Fraskilt;I alt;2013K4;Esbjerg;303
47 år;Fraskilt;I alt;2013K4;Odense;473
47 år;Fraskilt;I alt;2013K4;Hele landet;14686
47 år;Fraskilt;I alt;2014K4;København;1435
47 år;Fraskilt;I alt;2014K4;Aalborg;512
47 år;Fraskilt;I alt;2014K4;Aarhus;667
47 år;Fraskilt;I alt;2014K4;Esbjerg;322
47 år;Fraskilt;I alt;2014K4;Odense;476
47 år;Fraskilt;I alt;2014K4;Hele landet;15096
47 år;Fraskilt;I alt;2015K4;København;1359
47 år;Fraskilt;I alt;2015K4;Aalborg;460
47 år;Fraskilt;I alt;2015K4;Aarhus;645
47 år;Fraskilt;I alt;2015K4;Esbjerg;287
47 år;Fraskilt;I alt;2015K4;Odense;435
47 år;Fraskilt;I alt;2015K4;Hele landet;14168
47 år;Fraskilt;I alt;2016K4;København;1277
47 år;Fraskilt;I alt;2016K4;Aalborg;449
47 år;Fraskilt;I alt;2016K4;Aarhus;658
47 år;Fraskilt;I alt;2016K4;Esbjerg;242
47 år;Fraskilt;I alt;2016K4;Odense;423
47 år;Fraskilt;I alt;2016K4;Hele landet;13527
47 år;Fraskilt;I alt;2017K4;København;1315
47 år;Fraskilt;I alt;2017K4;Aalborg;463
47 år;Fraskilt;I alt;2017K4;Aarhus;627
47 år;Fraskilt;I alt;2017K4;Esbjerg;258
47 år;Fraskilt;I alt;2017K4;Odense;442
47 år;Fraskilt;I alt;2017K4;Hele landet;13799
47 år;Fraskilt;I alt;2018K4;København;1369
47 år;Fraskilt;I alt;2018K4;Aalborg;420
47 år;Fraskilt;I alt;2018K4;Aarhus;683
47 år;Fraskilt;I alt;2018K4;Esbjerg;314
47 år;Fraskilt;I alt;2018K4;Odense;495
47 år;Fraskilt;I alt;2018K4;Hele landet;14086
47 år;Fraskilt;I alt;2019K4;København;1531
47 år;Fraskilt;I alt;2019K4;Aalborg;471
47 år;Fraskilt;I alt;2019K4;Aarhus;678
47 år;Fraskilt;I alt;2019K4;Esbjerg;282
47 år;Fraskilt;I alt;2019K4;Odense;463
47 år;Fraskilt;I alt;2019K4;Hele landet;14559
47 år;Fraskilt;I alt;2020K4;København;1334
47 år;Fraskilt;I alt;2020K4;Aalborg;414
47 år;Fraskilt;I alt;2020K4;Aarhus;656
47 år;Fraskilt;I alt;2020K4;Esbjerg;305
47 år;Fraskilt;I alt;2020K4;Odense;460
47 år;Fraskilt;I alt;2020K4;Hele landet;13922
47 år;I alt;I alt;2008K4;København;5844
47 år;I alt;I alt;2008K4;Aalborg;2493
47 år;I alt;I alt;2008K4;Aarhus;3811
47 år;I alt;I alt;2008K4;Esbjerg;1683
47 år;I alt;I alt;2008K4;Odense;2438
47 år;I alt;I alt;2008K4;Hele landet;76217
47 år;I alt;I alt;2009K4;København;6124
47 år;I alt;I alt;2009K4;Aalborg;2725
47 år;I alt;I alt;2009K4;Aarhus;3838
47 år;I alt;I alt;2009K4;Esbjerg;1674
47 år;I alt;I alt;2009K4;Odense;2603
47 år;I alt;I alt;2009K4;Hele landet;78926
47 år;I alt;I alt;2010K4;København;6422
47 år;I alt;I alt;2010K4;Aalborg;2666
47 år;I alt;I alt;2010K4;Aarhus;3898
47 år;I alt;I alt;2010K4;Esbjerg;1701
47 år;I alt;I alt;2010K4;Odense;2630
47 år;I alt;I alt;2010K4;Hele landet;81566
47 år;I alt;I alt;2011K4;København;6824
47 år;I alt;I alt;2011K4;Aalborg;2784
47 år;I alt;I alt;2011K4;Aarhus;3945
47 år;I alt;I alt;2011K4;Esbjerg;1760
47 år;I alt;I alt;2011K4;Odense;2638
47 år;I alt;I alt;2011K4;Hele landet;84292
47 år;I alt;I alt;2012K4;København;7040
47 år;I alt;I alt;2012K4;Aalborg;2778
47 år;I alt;I alt;2012K4;Aarhus;4071
47 år;I alt;I alt;2012K4;Esbjerg;1746
47 år;I alt;I alt;2012K4;Odense;2672
47 år;I alt;I alt;2012K4;Hele landet;86445
47 år;I alt;I alt;2013K4;København;7338
47 år;I alt;I alt;2013K4;Aalborg;2927
47 år;I alt;I alt;2013K4;Aarhus;4078
47 år;I alt;I alt;2013K4;Esbjerg;1819
47 år;I alt;I alt;2013K4;Odense;2725
47 år;I alt;I alt;2013K4;Hele landet;88864
47 år;I alt;I alt;2014K4;København;7257
47 år;I alt;I alt;2014K4;Aalborg;2804
47 år;I alt;I alt;2014K4;Aarhus;3977
47 år;I alt;I alt;2014K4;Esbjerg;1763
47 år;I alt;I alt;2014K4;Odense;2676
47 år;I alt;I alt;2014K4;Hele landet;85918
47 år;I alt;I alt;2015K4;København;7003
47 år;I alt;I alt;2015K4;Aalborg;2648
47 år;I alt;I alt;2015K4;Aarhus;3784
47 år;I alt;I alt;2015K4;Esbjerg;1524
47 år;I alt;I alt;2015K4;Odense;2471
47 år;I alt;I alt;2015K4;Hele landet;79561
47 år;I alt;I alt;2016K4;København;6788
47 år;I alt;I alt;2016K4;Aalborg;2509
47 år;I alt;I alt;2016K4;Aarhus;3768
47 år;I alt;I alt;2016K4;Esbjerg;1542
47 år;I alt;I alt;2016K4;Odense;2338
47 år;I alt;I alt;2016K4;Hele landet;76249
47 år;I alt;I alt;2017K4;København;7034
47 år;I alt;I alt;2017K4;Aalborg;2498
47 år;I alt;I alt;2017K4;Aarhus;3703
47 år;I alt;I alt;2017K4;Esbjerg;1502
47 år;I alt;I alt;2017K4;Odense;2430
47 år;I alt;I alt;2017K4;Hele landet;76001
47 år;I alt;I alt;2018K4;København;7403
47 år;I alt;I alt;2018K4;Aalborg;2493
47 år;I alt;I alt;2018K4;Aarhus;3911
47 år;I alt;I alt;2018K4;Esbjerg;1557
47 år;I alt;I alt;2018K4;Odense;2536
47 år;I alt;I alt;2018K4;Hele landet;78789
47 år;I alt;I alt;2019K4;København;8130
47 år;I alt;I alt;2019K4;Aalborg;2691
47 år;I alt;I alt;2019K4;Aarhus;4047
47 år;I alt;I alt;2019K4;Esbjerg;1544
47 år;I alt;I alt;2019K4;Odense;2647
47 år;I alt;I alt;2019K4;Hele landet;81638
47 år;I alt;I alt;2020K4;København;7881
47 år;I alt;I alt;2020K4;Aalborg;2439
47 år;I alt;I alt;2020K4;Aarhus;3854
47 år;I alt;I alt;2020K4;Esbjerg;1526
47 år;I alt;I alt;2020K4;Odense;2534
47 år;I alt;I alt;2020K4;Hele landet;77858
48 år;Ugift;I alt;2008K4;København;1929
48 år;Ugift;I alt;2008K4;Aalborg;543
48 år;Ugift;I alt;2008K4;Aarhus;891
48 år;Ugift;I alt;2008K4;Esbjerg;357
48 år;Ugift;I alt;2008K4;Odense;533
48 år;Ugift;I alt;2008K4;Hele landet;15428
48 år;Ugift;I alt;2009K4;København;1963
48 år;Ugift;I alt;2009K4;Aalborg;570
48 år;Ugift;I alt;2009K4;Aarhus;934
48 år;Ugift;I alt;2009K4;Esbjerg;339
48 år;Ugift;I alt;2009K4;Odense;541
48 år;Ugift;I alt;2009K4;Hele landet;15720
48 år;Ugift;I alt;2010K4;København;2131
48 år;Ugift;I alt;2010K4;Aalborg;639
48 år;Ugift;I alt;2010K4;Aarhus;930
48 år;Ugift;I alt;2010K4;Esbjerg;330
48 år;Ugift;I alt;2010K4;Odense;638
48 år;Ugift;I alt;2010K4;Hele landet;16540
48 år;Ugift;I alt;2011K4;København;2250
48 år;Ugift;I alt;2011K4;Aalborg;621
48 år;Ugift;I alt;2011K4;Aarhus;928
48 år;Ugift;I alt;2011K4;Esbjerg;373
48 år;Ugift;I alt;2011K4;Odense;646
48 år;Ugift;I alt;2011K4;Hele landet;17484
48 år;Ugift;I alt;2012K4;København;2405
48 år;Ugift;I alt;2012K4;Aalborg;636
48 år;Ugift;I alt;2012K4;Aarhus;963
48 år;Ugift;I alt;2012K4;Esbjerg;374
48 år;Ugift;I alt;2012K4;Odense;603
48 år;Ugift;I alt;2012K4;Hele landet;18280
48 år;Ugift;I alt;2013K4;København;2479
48 år;Ugift;I alt;2013K4;Aalborg;667
48 år;Ugift;I alt;2013K4;Aarhus;980
48 år;Ugift;I alt;2013K4;Esbjerg;371
48 år;Ugift;I alt;2013K4;Odense;585
48 år;Ugift;I alt;2013K4;Hele landet;18728
48 år;Ugift;I alt;2014K4;København;2612
48 år;Ugift;I alt;2014K4;Aalborg;703
48 år;Ugift;I alt;2014K4;Aarhus;1038
48 år;Ugift;I alt;2014K4;Esbjerg;404
48 år;Ugift;I alt;2014K4;Odense;648
48 år;Ugift;I alt;2014K4;Hele landet;19547
48 år;Ugift;I alt;2015K4;København;2600
48 år;Ugift;I alt;2015K4;Aalborg;704
48 år;Ugift;I alt;2015K4;Aarhus;992
48 år;Ugift;I alt;2015K4;Esbjerg;412
48 år;Ugift;I alt;2015K4;Odense;608
48 år;Ugift;I alt;2015K4;Hele landet;19253
48 år;Ugift;I alt;2016K4;København;2477
48 år;Ugift;I alt;2016K4;Aalborg;617
48 år;Ugift;I alt;2016K4;Aarhus;938
48 år;Ugift;I alt;2016K4;Esbjerg;345
48 år;Ugift;I alt;2016K4;Odense;628
48 år;Ugift;I alt;2016K4;Hele landet;17844
48 år;Ugift;I alt;2017K4;København;2403
48 år;Ugift;I alt;2017K4;Aalborg;603
48 år;Ugift;I alt;2017K4;Aarhus;931
48 år;Ugift;I alt;2017K4;Esbjerg;334
48 år;Ugift;I alt;2017K4;Odense;602
48 år;Ugift;I alt;2017K4;Hele landet;17465
48 år;Ugift;I alt;2018K4;København;2474
48 år;Ugift;I alt;2018K4;Aalborg;619
48 år;Ugift;I alt;2018K4;Aarhus;870
48 år;Ugift;I alt;2018K4;Esbjerg;359
48 år;Ugift;I alt;2018K4;Odense;610
48 år;Ugift;I alt;2018K4;Hele landet;17357
48 år;Ugift;I alt;2019K4;København;2591
48 år;Ugift;I alt;2019K4;Aalborg;648
48 år;Ugift;I alt;2019K4;Aarhus;1022
48 år;Ugift;I alt;2019K4;Esbjerg;341
48 år;Ugift;I alt;2019K4;Odense;620
48 år;Ugift;I alt;2019K4;Hele landet;18417
48 år;Ugift;I alt;2020K4;København;2862
48 år;Ugift;I alt;2020K4;Aalborg;713
48 år;Ugift;I alt;2020K4;Aarhus;995
48 år;Ugift;I alt;2020K4;Esbjerg;357
48 år;Ugift;I alt;2020K4;Odense;681
48 år;Ugift;I alt;2020K4;Hele landet;19343
48 år;Gift/separeret;I alt;2008K4;København;2599
48 år;Gift/separeret;I alt;2008K4;Aalborg;1582
48 år;Gift/separeret;I alt;2008K4;Aarhus;2279
48 år;Gift/separeret;I alt;2008K4;Esbjerg;1003
48 år;Gift/separeret;I alt;2008K4;Odense;1433
48 år;Gift/separeret;I alt;2008K4;Hele landet;48109
48 år;Gift/separeret;I alt;2009K4;København;2662
48 år;Gift/separeret;I alt;2009K4;Aalborg;1511
48 år;Gift/separeret;I alt;2009K4;Aarhus;2220
48 år;Gift/separeret;I alt;2009K4;Esbjerg;1091
48 år;Gift/separeret;I alt;2009K4;Odense;1455
48 år;Gift/separeret;I alt;2009K4;Hele landet;48023
48 år;Gift/separeret;I alt;2010K4;København;2664
48 år;Gift/separeret;I alt;2010K4;Aalborg;1613
48 år;Gift/separeret;I alt;2010K4;Aarhus;2285
48 år;Gift/separeret;I alt;2010K4;Esbjerg;1091
48 år;Gift/separeret;I alt;2010K4;Odense;1491
48 år;Gift/separeret;I alt;2010K4;Hele landet;49171
48 år;Gift/separeret;I alt;2011K4;København;2818
48 år;Gift/separeret;I alt;2011K4;Aalborg;1595
48 år;Gift/separeret;I alt;2011K4;Aarhus;2216
48 år;Gift/separeret;I alt;2011K4;Esbjerg;1060
48 år;Gift/separeret;I alt;2011K4;Odense;1545
48 år;Gift/separeret;I alt;2011K4;Hele landet;50161
48 år;Gift/separeret;I alt;2012K4;København;3028
48 år;Gift/separeret;I alt;2012K4;Aalborg;1651
48 år;Gift/separeret;I alt;2012K4;Aarhus;2311
48 år;Gift/separeret;I alt;2012K4;Esbjerg;1099
48 år;Gift/separeret;I alt;2012K4;Odense;1571
48 år;Gift/separeret;I alt;2012K4;Hele landet;51309
48 år;Gift/separeret;I alt;2013K4;København;3099
48 år;Gift/separeret;I alt;2013K4;Aalborg;1615
48 år;Gift/separeret;I alt;2013K4;Aarhus;2351
48 år;Gift/separeret;I alt;2013K4;Esbjerg;1057
48 år;Gift/separeret;I alt;2013K4;Odense;1559
48 år;Gift/separeret;I alt;2013K4;Hele landet;52121
48 år;Gift/separeret;I alt;2014K4;København;3187
48 år;Gift/separeret;I alt;2014K4;Aalborg;1641
48 år;Gift/separeret;I alt;2014K4;Aarhus;2302
48 år;Gift/separeret;I alt;2014K4;Esbjerg;1086
48 år;Gift/separeret;I alt;2014K4;Odense;1536
48 år;Gift/separeret;I alt;2014K4;Hele landet;52619
48 år;Gift/separeret;I alt;2015K4;København;3116
48 år;Gift/separeret;I alt;2015K4;Aalborg;1562
48 år;Gift/separeret;I alt;2015K4;Aarhus;2259
48 år;Gift/separeret;I alt;2015K4;Esbjerg;1016
48 år;Gift/separeret;I alt;2015K4;Odense;1528
48 år;Gift/separeret;I alt;2015K4;Hele landet;50190
48 år;Gift/separeret;I alt;2016K4;København;3034
48 år;Gift/separeret;I alt;2016K4;Aalborg;1547
48 år;Gift/separeret;I alt;2016K4;Aarhus;2163
48 år;Gift/separeret;I alt;2016K4;Esbjerg;894
48 år;Gift/separeret;I alt;2016K4;Odense;1358
48 år;Gift/separeret;I alt;2016K4;Hele landet;46352
48 år;Gift/separeret;I alt;2017K4;København;2977
48 år;Gift/separeret;I alt;2017K4;Aalborg;1421
48 år;Gift/separeret;I alt;2017K4;Aarhus;2121
48 år;Gift/separeret;I alt;2017K4;Esbjerg;956
48 år;Gift/separeret;I alt;2017K4;Odense;1263
48 år;Gift/separeret;I alt;2017K4;Hele landet;44118
48 år;Gift/separeret;I alt;2018K4;København;3136
48 år;Gift/separeret;I alt;2018K4;Aalborg;1370
48 år;Gift/separeret;I alt;2018K4;Aarhus;2133
48 år;Gift/separeret;I alt;2018K4;Esbjerg;861
48 år;Gift/separeret;I alt;2018K4;Odense;1344
48 år;Gift/separeret;I alt;2018K4;Hele landet;43770
48 år;Gift/separeret;I alt;2019K4;København;3299
48 år;Gift/separeret;I alt;2019K4;Aalborg;1403
48 år;Gift/separeret;I alt;2019K4;Aarhus;2162
48 år;Gift/separeret;I alt;2019K4;Esbjerg;870
48 år;Gift/separeret;I alt;2019K4;Odense;1393
48 år;Gift/separeret;I alt;2019K4;Hele landet;45392
48 år;Gift/separeret;I alt;2020K4;København;3562
48 år;Gift/separeret;I alt;2020K4;Aalborg;1483
48 år;Gift/separeret;I alt;2020K4;Aarhus;2287
48 år;Gift/separeret;I alt;2020K4;Esbjerg;868
48 år;Gift/separeret;I alt;2020K4;Odense;1428
48 år;Gift/separeret;I alt;2020K4;Hele landet;46608
48 år;Enke/enkemand;I alt;2008K4;København;71
48 år;Enke/enkemand;I alt;2008K4;Aalborg;27
48 år;Enke/enkemand;I alt;2008K4;Aarhus;48
48 år;Enke/enkemand;I alt;2008K4;Esbjerg;18
48 år;Enke/enkemand;I alt;2008K4;Odense;33
48 år;Enke/enkemand;I alt;2008K4;Hele landet;908
48 år;Enke/enkemand;I alt;2009K4;København;71
48 år;Enke/enkemand;I alt;2009K4;Aalborg;31
48 år;Enke/enkemand;I alt;2009K4;Aarhus;40
48 år;Enke/enkemand;I alt;2009K4;Esbjerg;18
48 år;Enke/enkemand;I alt;2009K4;Odense;22
48 år;Enke/enkemand;I alt;2009K4;Hele landet;822
48 år;Enke/enkemand;I alt;2010K4;København;70
48 år;Enke/enkemand;I alt;2010K4;Aalborg;27
48 år;Enke/enkemand;I alt;2010K4;Aarhus;27
48 år;Enke/enkemand;I alt;2010K4;Esbjerg;19
48 år;Enke/enkemand;I alt;2010K4;Odense;30
48 år;Enke/enkemand;I alt;2010K4;Hele landet;817
48 år;Enke/enkemand;I alt;2011K4;København;72
48 år;Enke/enkemand;I alt;2011K4;Aalborg;23
48 år;Enke/enkemand;I alt;2011K4;Aarhus;41
